,preprocessing_without_emoticons,preprocessing_with_emoticons,class
4778,"['stockboy', 'everyone', 'mock']","['stockboy', 'everyone', 'mock']",2
4779,"['bush', 'took', 'time', 'many', 'vacation', 'republican', 'teabaggers', 'puss', 'wah']","['bush', 'took', 'time', 'many', 'vacation', 'republican', 'teabaggers', 'puss', 'wah']",1
4780,"['pay', 'tax', 'teabaggers']","['pay', 'tax', 'teabaggers']",2
4781,"['havent', 'evolved', 'human', 'typical', 'meathead', 'redneck', 'pity', 'dont', 'know', 'freedom']","['havent', 'evolved', 'human', 'typical', 'meathead', 'redneck', 'pity', 'dont', 'know', 'freedom']",2
4782,"['wise', 'decision', 'alfie', 'must', 'right', 'mong']","['wise', 'decision', 'alfie', 'must', 'right', 'mong']",2
4783,"['tf', 'get', 'bitch', 'stat']","['tf', 'get', 'bitch', 'stat']",1
4784,"['bye', 'youre', 'queer']","['bye', 'youre', 'queer']",0
4785,"['boot', 'get', 'bitch']","['boot', 'get', 'bitch']",1
4786,['retard'],['retard'],1
4787,"['ever', 'fav', 'fuckin', 'cunt']","['ever', 'fav', 'fuckin', 'cunt']",1
4788,"['people', 'bitch', 'lose', 'hour', 'sleep', 'today', 'even', 'get', 'daylight']","['people', 'bitch', 'lose', 'hour', 'sleep', 'today', 'even', 'get', 'daylight']",1
4789,"['joke', 'right', 'like', 'ugh', 'wish', 'jap', 'tweeting', 'gook', 'shit', 'jerkin', 'hentai']","['joke', 'right', 'like', 'ugh', 'wish', 'jap', 'tweeting', 'gook', 'shit', 'jerkin', 'hentai']",0
4790,"['look', 'like', 'lesssquintyeyed', 'hmm']","['look', 'like', 'lesssquintyeyed', 'hmm']",2
4791,"['mother', 'look', 'like', 'toughasnails', 'bird', 'see', 'got', '2', 'nice', 'food']","['mother', 'look', 'like', 'toughasnails', 'bird', 'see', 'got', '2', 'nice', 'food', '!']",2
4792,"['report', 'bitch', 'need', 'read', 'twitter', 'rule', 'guideline', 'aint', 'facebook', 'cunt']","['report', 'bitch', 'need', 'read', 'twitter', 'rule', 'guideline', 'aint', 'facebook', 'cunt']",1
4793,"['eat', 'pussy']","['eat', 'pussy', '!']",1
4794,"['tortilla', 'trash', 'though']","['tortilla', 'trash', 'though']",2
4795,"['yes', 'hoe', 'always', 'camera']","['yes', 'hoe', 'ALWAYS', 'camera', '!']",1
4796,"['bitch', 'look', 'like', 'shamu', 'go', 'back', 'seaword']","['bitch', 'look', 'like', 'shamu', 'go', 'back', 'seaword']",1
4797,"['eat', 'dat', 'chicken', 'love', 'box', 'baby', 'lovin', 'white', 'woman', 'eatin', 'chicken', 'colored', 'man', 'dream']","['eat', 'dat', 'chicken', 'love', 'box', 'baby', 'lovin', 'white', 'woman', 'eatin', 'chicken', 'colored', 'man', 'dream']",2
4798,"['laugh', 'laugh', 'dem', 'hoe', 'twatchin', 'right', 'nie', 'dey', 'need', 'uh', 'answer']","['😂', '😂', 'dem', 'hoe', 'twatchin', 'right', 'nie', 'dey', 'need', 'uh', 'answer']",1
4799,"['room', 'temp', 'cu', 'sensitive', 'bitch', 'teeth']","['room', 'temp', 'cu', 'sensitive', 'bitch', 'teeth']",1
4800,"['youtube', 'bear', 'v', 'monkey', 'bike', 'race']","['youtube', 'bear', 'v', 'monkey', 'bike', 'race', '!']",2
4801,"['bitch', 'trying', 'turn', 'shit', 'like', 'facebook']","['bitch', 'trying', 'turn', 'shit', 'like', 'facebook']",1
4802,"['abouta', 'get', 'crayon', 'animal', 'cracker', 'pm', 'laugh', 'laugh']","['abouta', 'get', 'crayon', 'animal', 'cracker', 'pm', '😂', '😂']",2
4803,"['highly', 'upset', 'dat', 'de', 'bitch', 'tryanna', 'clown', 'medium', 'sight', 'bitch', 'aint', 'going']","['highly', 'upset', 'dat', 'de', 'bitch', 'tryanna', 'clown', 'medium', 'sight', 'bitch', 'aint', 'going']",1
4804,"['going', 'show', 'bitch', 'done']","['going', 'show', 'bitch', 'done']",1
4805,"['goood', 'want', 'like', 'savoury', 'salty', 'cheesy', 'cracker']","['goood', 'want', 'like', 'savoury', 'salty', 'cheesy', 'cracker']",2
4806,"['johans', 'free', 'agent', 'harvey', 'hurt', 'retard', 'valverde']","['johans', 'free', 'agent', 'harvey', 'hurt', 'retard', 'valverde']",1
4807,"['yea', 'listen', 'hoe', 'wake']","['yea', 'listen', 'hoe', 'wake']",1
4808,"['come', 'see', 'anyone', 'named', 'swagner', 'obviously', 'pussy']","['come', 'see', 'anyone', 'named', 'swagner', 'obviously', 'pussy']",1
4809,"['thanks', 'ya', 'fucking', 'hoser']","['thanks', 'ya', 'fucking', 'hoser']",1
4810,"['happy', 'happy', 'helloween', 'helloween', 'whoa', 'oh', 'whoa', 'ho']","['happy', 'happy', 'helloween', 'helloween', 'whoa', 'oh', 'whoa', 'ho']",2
4811,"['bird', 'port', 'bird']","['bird', 'port', 'bird']",2
4812,"['u', 'see', 'lame', 'pic', 'ofmine', 'due', 'infatuation', 'nigger', 'im', 'hebrew', 'fite', 'child', 'satan', 'street']","['u', 'see', 'lame', 'pic', 'ofmine', 'due', 'infatuation', 'nigger', 'im', 'hebrew', 'fite', 'child', 'satan', 'street']",0
4813,"['bitch', 'linda', 'kod']","['bitch', 'linda', 'KOD']",1
4814,"['fuck', 'miley', 'tranny', 'looking', 'damn', 'as', 'nigga']","['fuck', 'miley', 'tranny', 'looking', 'damn', 'as', 'nigga']",0
4815,"['say', 'hoe', 'sparked', 'many', 'blunt', 'since', 'left']","['say', 'hoe', 'sparked', 'many', 'blunt', 'since', 'left']",1
4816,"['girl', 'ho', 'need', 'care', 'laugh']","['girl', 'ho', 'need', 'care', '😂']",1
4817,"['thought', 'pussy']","['thought', 'pussy']",1
4818,[],['🌝'],2
4819,"['ur', 'blind', 'bitch', 'dude', 'video', 'way', 'skinnier']","['ur', 'blind', 'bitch', 'dude', 'video', 'way', 'skinnier']",1
4820,"['liberal', 'support', 'changing', 'name', 'transcends', 'standard', 'political', 'grandstanding']","['liberal', 'support', 'changing', 'name', 'transcends', 'standard', 'political', 'grandstanding']",2
4821,"['send', 'one', 'teabagger', 'friend', 'watch', 'head', 'explode']","['send', 'one', 'teabagger', 'friend', 'watch', 'head', 'explode']",2
4822,"['one', 'le', 'little', 'nigger', 'would', 'grow', 'big', 'nigger']","['one', 'le', 'little', 'nigger', 'would', 'grow', 'big', 'nigger']",0
4823,"['bitch', 'answer', 'call']","['bitch', 'answer', 'call']",1
4824,"['bitch', 'smd']","['bitch', 'smd']",1
4825,"['cracker', 'leave', 'parched', 'asf']","['cracker', 'leave', 'parched', 'asf']",2
4826,"['mickey', 'mouse', 'ear', 'hat', 'tail', 'matter']","['mickey', 'mouse', 'ear', 'hat', 'tail', 'matter']",2
4827,"['feel', 'way', 'new', 'england', 'patriot', 'new', 'york', 'yankee', 'unlike', 'u', 'worked', 'boston', 'nyc', 'texas', 'prison', 'upgrade']","['feel', 'way', 'new', 'england', 'patriot', 'new', 'york', 'yankee', 'unlike', 'u', 'worked', 'boston', 'NYC', 'texas', 'prison', 'upgrade']",2
4828,['unamused'],['😒'],2
4829,['trash'],['trash'],2
4830,"['well', 'since', 'blood', 'get', 'g', 'pas', 'time', 'tell', 'wop', 'lyric', 'situation']","['well', 'since', 'blood', 'get', 'g', 'pas', 'time', 'tell', 'wop', 'lyric', 'situation']",2
4831,"['bitch', 'bouta', 'zooted']","['bitch', 'bouta', 'ZOOTED']",1
4832,"['im', 'coolin', 'know', 'ole', 'shit', 'different', 'day', 'nig']","['im', 'coolin', 'know', 'ole', 'shit', 'different', 'day', 'nig']",1
4833,"['lmao', 'pussy']","['lmao', 'pussy']",1
4834,"['let', 'u', 'go', 'right', 'bitch', 'knocked', 'last', 'time', 'let', 'u', 'fight', 'right']","['let', 'u', 'go', 'right', 'bitch', 'knocked', 'last', 'time', 'let', 'u', 'fight', 'right']",1
4835,"['morphing', 'charlie', 'wei', 'never', 'cease', 'disturbing']","['morphing', 'charlie', 'wei', 'never', 'cease', 'disturbing']",2
4836,"['killed', 'hoe', 'though']","['killed', 'hoe', 'though']",1
4837,"['lmaooo', 'know', 'taylor', 'brazil', 'eating', 'overseas', 'pussy']","['lmaooo', 'know', 'taylor', 'brazil', 'eating', 'overseas', 'pussy']",1
4838,"['lmaooo', 'bro', 'still', 'got', 'shit', 'hoe', 'boxing', 'come', 'back', 'nigga']","['lmaooo', 'bro', 'still', 'got', 'shit', 'hoe', 'boxing', 'come', 'back', 'nigga']",1
4839,"['hoe', 'rolling', 'laugh', 'laugh', 'laugh']","['hoe', 'rolling', '😂', '😂', '😂']",1
4840,"['got', 'hoe']","['got', 'hoe']",1
4841,"['pushed', 'stepped', 'back', 'lolol', 'pussy', 'shit']","['pushed', 'stepped', 'back', 'lolol', 'pussy', 'shit']",1
4842,"['cunt', 'welcome', 'twitter']","['cunt', 'welcome', 'twitter']",1
4843,"['gay', 'gabrielle', 'bad', 'fuck', 'even', 'though', 'bitch', 'bad', 'cheat', 'dime', 'foh', 'lol']","['gay', 'gabrielle', 'bad', 'fuck', 'even', 'though', 'bitch', 'bad', 'cheat', 'dime', 'foh', 'lol']",1
4844,"['resist', 'worthless', 'retard', 'need', 'dictionary']","['resist', 'worthless', 'retard', 'need', 'dictionary']",1
4845,"['wannabe', 'ghetto', 'white', 'girl', 'deal', 'unaccomplished', 'black', 'man', 'sex']","['wannabe', 'ghetto', 'white', 'girl', 'deal', 'unaccomplished', 'black', 'man', 'sex']",1
4846,"['know', 'bitch', 'going', 'nomo']","['know', 'bitch', 'going', 'nomo']",1
4847,"['truth', 'hurt', 'nigguh']","['truth', 'hurt', 'nigguh']",1
4848,"['knowing', 'fag']","['knowing', 'fag']",0
4849,"['decide', 'damara', 'make', 'gladiola', 'gorgeous', 'rustcolored', 'one', 'coming']","['decide', 'damara', 'make', 'gladiola', 'gorgeous', 'rustcolored', 'one', 'coming']",2
4850,"['idc', 'still', 'get', 'pussy']","['IDC', 'still', 'get', 'pussy']",1
4851,"['lol', 'imma', 'look', 'bitch', 'as', 'wanna']","['lol', 'imma', 'look', 'bitch', 'as', 'wanna', '!', '!', '!']",1
4852,"['aint', 'say', 'wrong', 'stupid', 'hoe', 'showing', 'get', 'attention', 'dudesno', 'one', 'bigger', 'game']","['aint', 'say', 'wrong', 'stupid', 'hoe', 'showing', 'get', 'attention', 'dudesno', 'one', 'bigger', 'game']",1
4853,"['like', 'imma', 'stop', 'talking', 'vibing', 'headphone', 'talk', 'come', 'get', 'pussy', 'word']","['like', 'imma', 'stop', 'talking', 'vibing', 'headphone', 'talk', 'come', 'get', 'pussy', 'word']",1
4854,"['cuz', 'whole', 'team', 'trash']","['cuz', 'whole', 'team', 'trash']",2
4855,"['truuu', 'bitch', 'respect', 'shit', 'talkin', 'lol']","['truuu', 'bitch', 'ANY', 'respect', 'shit', 'talkin', 'lol']",1
4856,['faggot'],['faggot'],0
4857,"['nip', 'pierced']","['nip', 'pierced', '!', '🌾', '👀', '🌾']",1
4858,"['fuck', 'em', 'right', 'pussy']","['fuck', 'em', 'right', 'pussy']",1
4859,['trash'],['trash'],1
4860,"['dumb', 'nigger']","['dumb', 'nigger']",1
4861,"['yellow', 'paris', 'fantastic', 'effort', 'last', 'stage', 'grab']","['yellow', 'paris', '!', 'fantastic', 'effort', 'last', 'stage', 'grab']",2
4862,"['hoe', 'hoe', 'nothing', 'something', 'guy', 'dispose']","['hoe', 'hoe', 'nothing', 'something', 'guy', 'dispose']",1
4863,"['add', 'name', 'ghetto', 'like', 'look', 'like', 'used', 'label', 'maker', 'lol']","['add', 'name', 'ghetto', 'like', 'look', 'like', 'used', 'label', 'maker', 'lol', '!']",2
4864,"['werent', 'gung', 'ho', 'got', 'drafted', 'instead', 'shitting', 'seem', 'like', 'another', 'repcon', 'chicken', 'hawk']","['werent', 'gung', 'ho', 'got', 'drafted', 'instead', 'shitting', 'seem', 'like', 'another', 'repcon', 'chicken', 'hawk']",1
4865,"['im', 'beautiful', 'bitch']","['im', 'beautiful', 'bitch']",1
4866,"['hoe', 'fun']","['hoe', 'fun']",1
4867,"['aint', 'shit', 'aint', 'shit', 'bitch', 'meant', 'eachother']","['aint', 'shit', 'aint', 'shit', 'bitch', 'meant', 'eachother']",1
4868,"['nah', 'bitch', 'like', 'pookie', 'new', 'jack', 'city']","['nah', 'bitch', 'like', 'pookie', 'new', 'jack', 'city']",1
4869,"['shut', 'bitch']","['shut', 'bitch']",1
4870,"['shit', 'trash']","['shit', 'trash']",1
4871,"['lil', 'ricky', 'stole', 'mj', 'chain', 'tried', 'flex', 'bitch', 'avi']","['lil', 'ricky', 'stole', 'MJ', 'chain', 'tried', 'flex', 'bitch', 'avi']",1
4872,"['nope', 'definitely', 'retarded']","['nope', 'definitely', 'retarded']",1
4873,"['moor', 'used', 'give', 'kid', 'free', 'lunch', 'bronx', 'kid', 'glad', 'see', 'still', 'good']","['moor', 'used', 'give', 'kid', 'free', 'lunch', 'bronx', 'kid', 'glad', 'see', 'still', 'good']",2
4874,"['drinking', 'bitch', 'beer', 'outta', 'badass', 'kuzie']","['drinking', 'bitch', 'beer', 'outta', 'badass', 'kuzie']",1
4875,"['lol', 'naw', 'bitch', 'sociopath']","['lol', 'naw', 'bitch', 'sociopath']",1
4876,"['bet', 'valerie', 'jarret', 'hand', 'humanitarian', 'crisis', 'vote', 'commie', 'bitch']","['bet', 'valerie', 'jarret', 'hand', 'humanitarian', 'crisis', 'vote', 'commie', 'bitch']",1
4877,"['got', 'thanks', 'hun', 'ima', 'text', 'u']","['got', '!', 'thanks', 'hun', '!', 'ima', 'text', 'u']",2
4878,"['dis', 'hoe', 'imma', 'get', 'lmfaooo']","['dis', 'hoe', 'imma', 'get', 'lmfaooo']",1
4879,"['one', 'asked', 'bitch']","['one', 'asked', 'bitch']",1
4880,"['low', 'blow', 'cuntface', 'many', 'time', 'yank', 'beat', 'u', 'playoff', 'last', 'year']","['low', 'blow', 'cuntface', 'many', 'time', 'yank', 'beat', 'u', 'playoff', 'last', 'year']",1
4881,"['bitch', 'please', 'gonna', 'happen', 'nope']","['bitch', 'please', 'gonna', 'happen', 'nope']",1
4882,"['fuck', 'bitch', 'hope', 'navy', 'beat', 'em', 'week']","['fuck', 'bitch', 'hope', 'navy', 'beat', 'em', 'THIS', 'week']",1
4883,"['fuck', 'bitch']","['fuck', 'bitch']",1
4884,"['thank', 'hate', 'eat', 'poison', 'fall', 'run', 'face', 'first', 'wall', 'yankee', 'missed', 'playoff']","['thank', 'hate', 'eat', 'poison', 'fall', 'run', 'face', 'first', 'wall', 'yankee', 'missed', 'playoff']",1
4885,"['happened', 'year', 'lost', 'one', 'game', 'playoff', 'bitch', 'bitch', 'as', 'twin', 'bitch', 'lucky']","['happened', 'year', 'WE', 'lost', 'one', 'game', 'playoff', 'bitch', 'bitch', 'as', 'twin', 'bitch', 'lucky']",1
4886,"['probably', 'took', 'point', 'gibbs', 'east', 'coast', 'say', 'hoe']","['probably', 'took', 'point', 'gibbs', 'east', 'coast', 'say', 'hoe']",1
4887,"['get', 'bitch', 'right']","['get', 'bitch', 'YOU', 'RIGHT']",1
4888,"['bitch', 'as', 'nigga', 'here', 'new', 'belt']","['bitch', 'as', 'nigga', 'here', 'new', 'belt']",1
4889,"['nick', 'background', 'nigger']","['nick', 'background', 'nigger']",1
4890,"['okay', 'melo', 'bitch']","['okay', 'melo', 'bitch']",1
4891,"['straight', 'pussy']","['straight', 'pussy']",1
4892,"['fuckin', 'pussy', 'haha']","['fuckin', 'pussy', 'haha']",1
4893,"['even', 'catch', 'pussy']","['even', 'catch', 'pussy']",1
4894,"['gobble', 'de', 'gook']","['gobble', 'de', 'gook']",2
4895,"['love', 'hoe', 'hahahhaa', 'kiss', 'kiss', 'kiss']","['love', 'hoe', '!', '!', 'hahahhaa', '😘', '😘', '😘']",1
4896,['trash'],['trash'],2
4897,"['aahahah', 'fuck', 'watch', 'trash']","['aahahah', 'fuck', 'watch', 'trash']",1
4898,"['thanks', 'little', 'bitch']","['thanks', 'little', 'bitch', '😎']",1
4899,"['already', 'know', 'juss', 'ordered', 'weekend', 'tha', 'white', 'hoe']","['already', 'know', 'juss', 'ordered', 'weekend', 'tha', 'white', 'hoe']",1
4900,"['bitch', 'ask', 'day']","['bitch', 'ask', 'day']",1
4901,"['bitch', 'option']","['bitch', 'option']",1
4902,"['bring', 'bitch']","['bring', 'bitch']",1
4903,"['lol', 'youre', 'retarded', 'laugh']","['lol', 'youre', 'retarded', '😂']",1
4904,"['need', 'get', 'outta', 'bitch', 'meridian', 'bad', 'long', 'getting', 'paper', 'good']","['need', 'get', 'outta', 'bitch', 'meridian', 'bad', 'long', 'getting', 'paper', 'good']",1
4905,"['im', 'omy', 'movie', 'right', 'literally', 'gonna', 'slap', 'bitch', 'scream', 'shit']","['im', 'omy', 'movie', 'right', 'literally', 'gonna', 'slap', 'bitch', 'scream', 'shit']",1
4906,"['think', 'beat', 'mayweather', 'far', 'trash', 'unlike', 'floyd', 'actually', 'put', 'maidana']","['think', 'beat', 'mayweather', 'far', 'trash', 'unlike', 'floyd', 'actually', 'put', 'maidana']",2
4907,"['father', 'born', 'nanticoke', 'attended', 'lehigh', 'ct', 'yankee', 'love', 'pennsylvania', 'dutch', 'cooking']","['father', 'born', 'nanticoke', 'attended', 'lehigh', 'CT', 'yankee', 'love', 'pennsylvania', 'dutch', 'cooking']",2
4908,"['call', 'bitch', 'see', 'slap', 'sexy', 'mom', 'justin', 'timberlake', 'bring', 'back']","['call', 'bitch', 'see', 'slap', 'sexy', 'mom', 'justin', 'timberlake', 'bring', 'back']",1
4909,"['whoa', 'sorry', 'spell', 'check', 'error', 'ho', 'hey', 'sorry']","['WHOA', 'sorry', 'spell', 'check', 'error', 'ho', 'hey', 'sorry']",2
4910,"['outchea', 'bitch']","['outchea', 'bitch']",1
4911,"['csgo', 'bitch']","['CSGO', 'bitch']",1
4912,"['hi', 'yeah', 'troll', 'annoying', 'concern', 'twat', 'life', 'lol', 'ignore', 'x']","['hi', 'yeah', 'troll', 'annoying', 'concern', 'twat', 'life', 'lol', 'ignore', 'x']",1
4913,"['bird', 'wedlock', 'rate', 'white', 'father', 'running', 'away']","['bird', 'wedlock', 'rate', 'white', 'father', 'running', 'away']",0
4914,"['like', 'trash', 'talking', 'either', 'way', 'fair', 'twitter', 'ball', 'text']","['like', 'trash', 'talking', 'either', 'way', 'fair', 'twitter', 'ball', 'text']",2
4915,"['well', 'ado', 'get', 'da', 'fock', 'ya', 'lil', 'bitch']","['well', 'ado', 'get', 'da', 'fock', 'ya', 'lil', 'bitch']",1
4916,"['faggot', 'scoon', 'wanna', 'ball']","['faggot', 'scoon', 'wanna', 'ball']",1
4917,"['stfu', 'trash']","['stfu', 'trash']",1
4918,"['pull', 'trigger', 'bitch']","['pull', 'trigger', 'bitch']",1
4919,"['little', 'bitch']","['little', 'bitch']",0
4920,"['liked', 'day', 'bird', 'got', 'classroom']","['liked', 'day', 'bird', 'got', 'classroom']",2
4921,"['bird', 'school']","['bird', 'school']",2
4922,"['rebel', 'next', 'ripping', 'mattress', 'tag', 'slippery', 'slope']","['rebel', 'next', 'ripping', 'mattress', 'tag', 'slippery', 'slope']",2
4923,"['cause', 'would', 'tip', 'hand', 'instead', 'whine', 'like', 'little', 'bitch']","['cause', 'would', 'tip', 'hand', 'instead', 'whine', 'like', 'little', 'bitch']",1
4924,"['nope', 'btw', 'yous', 'hoe', 'lol']","['nope', '!', 'btw', 'yous', 'hoe', 'lol']",1
4925,"['oh', 'well', 'turn', 'baby', 'aint', 'mine', 'jig']","['oh', 'well', 'turn', 'baby', 'aint', 'mine', '!', 'jig']",2
4926,"['yesterday', 'twitter', 'telling', 'dude', 'pussy', 'best', 'faith']","['yesterday', 'twitter', 'telling', 'dude', 'pussy', 'best', 'faith', '!']",1
4927,"['looked', 'funny', 'like', 'obama', 'saying', 'good', 'economy', 'hipster', 'faggot', 'funny', 'though']","['looked', 'funny', 'like', 'obama', 'saying', 'good', 'economy', 'hipster', 'faggot', 'funny', 'though']",1
4928,['pussy'],['pussy'],1
4929,"['haha', 'sexxy', 'bitch']","['haha', 'sexxy', 'bitch', '!', '!']",1
4930,"['aww', 'u', 'mad', 'tho', 'successful', 'man', 'lmfao', 'hut', 'hugging', 'faggot']","['aww', 'u', 'mad', 'tho', 'successful', 'man', 'LMFAO', 'hut', 'hugging', 'faggot']",0
4931,"['gotta', 'shout', 'u', 'bad', 'bitch', 'u', 'aint', 'bad', 'bitch']","['gotta', 'shout', 'u', 'bad', 'bitch', 'u', 'aint', 'bad', 'bitch', '😌']",1
4932,"['booo', 'trash']","['booo', 'trash']",2
4933,"['favor', 'ball', 'throw', 'trash']","['favor', 'ball', 'throw', 'trash']",2
4934,"['whatever', 'lol', 'tan', 'line', 'retarded', 'lol', 'tweet', 'subtweet']","['whatever', 'lol', 'tan', 'line', 'retarded', 'lol', 'tweet', 'subtweet']",1
4935,"['real', 'quiet', 'son', 'made', 'charlie', 'shit', 'steelers', 'loser']","['real', 'quiet', 'son', 'made', 'charlie', 'shit', 'steelers', 'loser']",1
4936,"['like', 'ur', 'dome']","['like', 'ur', 'dome']",2
4937,['version'],"['version', '!']",2
4938,"['pitch', 'chip', 'slide', 'ur', 'dick', 'tight', 'clam', 'love']","['pitch', 'chip', 'slide', 'ur', 'dick', 'tight', 'clam', 'love']",1
4939,"['early', 'bearded', 'man', 'get', 'clam']","['early', 'bearded', 'man', 'get', 'clam']",2
4940,"['haha', 'little', 'shit', 'talkier', 'brought', 'bitch']","['haha', 'little', 'shit', 'talkier', 'brought', 'bitch']",1
4941,"['bitch', 'go', 'shoot', 'ball', 'paint', 'ole', 'hobby', 'finding', 'as']","['bitch', 'go', 'shoot', 'ball', 'paint', 'ole', 'hobby', 'finding', 'as']",1
4942,"['lol', 'autocorrect', 'bitch', 'voice', 'recognition', 'much', 'faster', 'typing']","['LOL', 'autocorrect', 'bitch', 'voice', 'recognition', 'much', 'faster', 'typing']",1
4943,"['fucking', 'fat', 'bitch', 'considered', 'threesome']","['fucking', 'fat', 'bitch', 'considered', 'threesome']",1
4944,"['loved', 'swear', 'would', 'love', 'right', 'btw', 'bitch', 'better', 'googling', 'lyric', 'mine', '3']","['loved', 'swear', 'would', 'love', 'right', 'btw', 'bitch', 'better', 'googling', 'lyric', '!', 'mine', '3']",1
4945,"['true', 'bitch', 'two', 'account']","['true', 'bitch', 'two', 'account']",1
4946,"['also', 'like', 'flip', 'bitch', 'gabbys']","['also', 'like', 'flip', 'bitch', 'gabbys']",1
4947,"['know', 'hoe']","['know', 'hoe']",1
4948,"['asshole', 'like', 'neck', 'problem', 'sleep', 'way', 'angry', 'u', 'lil', 'bitch']","['asshole', 'like', 'neck', 'problem', 'sleep', 'way', '😠', 'u', 'lil', 'bitch']",1
4949,"['bitch', 'uggo', 'fuck']","['bitch', 'uggo', 'fuck']",1
4950,"['hoe', 'as', 'savage', 'shit', 'brings', 'memory', 'cook', 'g']","['hoe', 'as', 'savage', 'shit', 'brings', 'memory', 'cook', 'g']",1
4951,"['big', 'bird', 'big', 'pecker', 'always', 'mad', 'cause', 'get', 'laid', 'mother']","['big', 'bird', 'big', 'pecker', 'always', 'mad', 'cause', 'get', 'laid', 'mother']",1
