,preprocessing_without_emoticons,preprocessing_with_emoticons,class
1530,"['pussy', 'treated', 'condemn', 'like', 'car', 'treat', 'seatbelt', 'kept', 'keeping', 'u', 'put', 'laugh', 'laugh']","['pussy', 'treated', 'condemn', 'like', 'car', 'treat', 'seatbelt', 'kept', 'keeping', 'u', 'put', '😂', '😂']",1
1531,"['almost', 'yes', 'one', 'since', 'u', 'hoe', 'hut']","['almost', 'yes', 'ONE', 'since', 'u', 'hoe', 'hut']",1
1532,"['relationship', 'ended', 'life', 'stop', 'shiny', 'bitch']","['relationship', 'ended', 'life', 'stop', 'shiny', 'bitch']",1
1533,"['fuck', 'like', 'thank', 'class', 'bitch', 'dead']","['fuck', 'like', 'thank', 'class', '💀', '💀', '💀', '💀', 'bitch', 'dead']",1
1534,"['hate', 'bitch', 'come', 'school', 'musty', 'like', 'walk', 'house', 'stand', 'mamma', 'aunt', 'shit', 'laugh', 'laugh']","['hate', 'bitch', 'come', 'school', 'musty', 'like', 'walk', 'house', 'stand', 'mamma', 'aunt', 'shit', '😂', '😂']",1
1535,"['jealous', 'bitch', 'like', 'laugh', 'amused', 'laugh', 'laugh', 'laugh', 'laugh', 'laugh', 'laugh', 'subtweet']","['jealous', 'bitch', 'like', '😂', '😒', '🌵', '😂', '😂', '😂', '💀', '😂', '😂', '😂', 'subtweet']",1
1536,"['big', 'brain', 'yelled', 'baby', 'hair', 'bitch', 'look', 'like', 'dashing', 'menace', 'discussion', 'laugh']","['big', 'brain', 'yelled', 'baby', 'hair', 'bitch', 'look', 'like', 'dashing', 'menace', 'discussion', '😂']",1
1537,"['www', 'sitting', 'floor', 'damn', 'couch', 'birthday', 'feb', 'nap', 'hope']","['www', 'sitting', 'floor', 'damn', 'couch', '💃', 'birthday', 'feb', 'nap', 'hope']",1
1538,"['dead', 'ink', 'felt', 'like', 'flaming']","['dead', '💀', '💀', 'ink', 'felt', 'like', 'flaming']",1
1539,"['smile', 'go', 'sleep', 'bitch', 'soft']","['😊', 'go', 'sleep', 'bitch', 'soft']",1
1540,"['really', 'like', 'like', 'people', 'town', 'everyone', 'else', 'faggot']","['really', 'like', 'like', 'people', 'town', 'everyone', 'else', 'faggot']",1
1541,"['better', 'bitch', 'as', 'people', 'class', 'tomorrow']","['better', 'bitch', 'as', 'people', 'class', 'tomorrow']",1
1542,"['damn', 'got', 'wife', 'frightened', 'frightened', 'tired', 'fall', 'back', 'nigga', 'share', 'hoe']","['damn', 'got', 'wife', '😱', '😱', '😖', '😖', '😫', '😩', '😩', '😩', 'fall', 'back', 'nigga', '🔫', 'share', 'hoe']",0
1543,"['catch', 'girl', 'shit', 'behind', 'back']","['catch', 'girl', 'shit', 'behind', 'back']",1
1544,"['find', 'wanting', 'goose', 'yellow', 'king', 'bidding', 'going']","['find', 'wanting', 'goose', 'yellow', 'king', 'bidding', '!', 'going']",2
1545,"['wet', 'say', 'trap', 'see', 'got', 'hoe', 'call', 'send', 'money']","['wet', '👌', '💦', '💦', 'say', 'trap', 'see', 'got', 'hoe', 'call', 'send', 'money']",1
1546,"['bitch', 'childish', 'one', 'sister', 'would', 'crash', 'laugh']","['bitch', 'childish', 'one', 'sister', 'would', 'crash', '😂']",1
1547,"['nigel', 'think', 'know', 'dumb', 'smart', 'shut', 'bitch', 'as']","['nigel', 'think', 'know', 'dumb', 'smart', 'shut', 'bitch', 'as']",1
1548,"['tucked', 'bitch', 'left', 'like']","['tucked', 'bitch', 'left', 'like']",1
1549,"['case', 'bitch', 'get', 'paid', 'laugh', 'laugh', 'long', 'dint', 'act', 'crazy']","['case', 'bitch', 'get', 'paid', '😂', '😂', 'long', 'dint', 'act', 'crazy']",1
1550,"['half', 'hoe', 'still', 'got', 'nut', 'baby', 'hair', 'shut', 'amused']","['half', 'hoe', 'still', 'got', 'nut', 'baby', 'hair', 'shut', '😒']",1
1551,"['nobody', 'want', 'except', 'bitch']","['nobody', 'want', 'except', 'bitch']",1
1552,"['ex', 'girlfriend', 'slut', 'fr', 'f', 'dat']","['ex', 'girlfriend', 'slut', 'fr', 'f', 'dat']",1
1553,"['lady', 'nigga', 'always', 'anna', 'go', 'party', 'every', 'weekend', 'basically', 'side', 'shopping', 'laugh']","['lady', 'nigga', 'always', 'anna', 'go', 'party', 'every', 'weekend', 'basically', 'side', 'shopping', '😂']",1
1554,"['donna', 'take', 'hoe', 'donna', 'let', 'come', 'spend', 'money', 'listen']","['donna', 'take', 'hoe', 'donna', 'let', 'come', 'spend', 'money', 'listen']",1
1555,"['beef', 'bitch', 'titty', 'looking', 'like', 'sleep', 'beef']","['beef', 'bitch', 'titty', 'looking', 'like', 'sleep', 'beef']",1
1556,"['today', 'long', 'practice', 'bitch']","['today', 'long', 'practice', 'bitch', '😑']",1
1557,"['food', 'pussy', 'pussy', 'food', 'food', 'pussy']","['food', 'pussy', 'pussy', 'food', 'food', 'pussy']",1
1558,"['swear', 'see', 'snow', 'tomorrow', 'brush', 'sound', 'like', 'basic', 'white', 'bitch']","['swear', 'see', 'snow', 'tomorrow', 'brush', 'sound', 'like', 'basic', 'white', 'bitch']",1
1559,"['typical', 'costume', 'cat', 'nurse', 'funny', 'police', 'officer']","['typical', 'costume', 'cat', 'nurse', 'funny', 'police', 'officer', '💁']",1
1560,"['excuse', 'bitch', 'need', 'shout']","['excuse', 'bitch', 'need', 'shout']",1
1561,"['red', 'neck', 'ice', 'bucket', 'challenge', 'laugh', 'must', 'sip']","['red', 'neck', 'ice', 'bucket', 'challenge', '😂', 'must', 'SIP']",2
1562,"['smoking', 'stating', 'working', 'ignat']","['smoking', 'stating', 'working', 'ignat']",1
1563,"['hate', 'shit', 'like', 'bitch', 'think', 'cut', 'total', 'clothing', 'violation']","['hate', 'shit', 'like', 'bitch', 'think', 'cut', 'total', 'clothing', 'violation']",1
1564,"['miss', 'pussy']","['miss', 'pussy']",1
1565,"['smoke', 'like', 'backwoods', 'day', 'cop', 'dem', 'bitch', 'da', 'box', 'woe']","['smoke', 'like', 'backwoods', 'day', 'cop', 'dem', 'bitch', 'da', 'box', 'woe']",1
1566,"['adam', 'jones', 'home', 'yankee', 'lead', '3', 'guy']","['adam', 'jones', 'home', 'yankee', 'lead', '3', 'guy']",2
1567,"['already', 'going', 'look', 'side', 'hoe', 'daddy', 'walk', 'room']","['already', 'going', 'look', 'side', 'hoe', 'daddy', 'walk', 'room']",1
1568,"['surprised', 'u', 'r', 'get', 'boy', 'glad', 'close', 'dumb', 'bitch', 'gun', 'say', 'love']","['😮', 'u', 'r', 'get', 'boy', 'glad', 'close', 'dumb', 'bitch', 'gun', 'say', 'love', '😏']",1
1569,"['stand', 'plain', 'as', 'nigga', 'bitch']","['stand', 'plain', 'as', 'nigga', 'bitch']",1
1570,"['making', 'weed', 'brownish', 'tonight', 'going', 'slide', 'batch', 'rely']","['making', 'weed', 'brownish', 'tonight', 'going', 'slide', 'batch', 'rely']",2
1571,"['hoe', 'love']","['hoe', 'love', '😏']",1
1572,"['lover', 'old', 'bitch', 'laugh']","['lover', 'old', 'bitch', '😂']",1
1573,"['shavonne', 'ballet', 'middle', 'street', 'last', 'night', 'fell', 'laugh', 'laugh', 'laugh', 'sad', 'sad', 'sad', 'sad', 'sad', 'sad', 'bitch', 'ballet']","['shavonne', 'ballet', 'middle', 'street', 'last', 'night', 'fell', '😩', '😩', '😂', '😂', '😂', '😭', '😭', '😭', '😭', '😭', '😭', 'bitch', 'ballet']",1
1574,"['want', 'pussy', 'dinner']","['want', 'pussy', 'dinner']",1
1575,"['node', 'trash', 'gutta', 'draw', 'clothes', 'back', 'send', 'em', 'back']","['node', 'trash', 'gutta', 'draw', 'clothes', 'back', 'send', 'em', 'back']",1
1576,"['hoe', 'like', 'org', 'love', 'new', 'comb', 'thought', 'perry']","['hoe', 'like', 'org', 'love', 'new', 'comb', 'thought', 'perry']",1
1577,"['knee', 'as', 'crow', 'as']","['knee', 'as', 'crow', 'as']",1
1578,"['slut', 'whore']","['slut', 'whore']",1
1579,"['feel', 'like', 'working', 'laugh', 'laugh', 'pussy', 'stand']","['feel', 'like', 'working', '😂', '😂', 'pussy', 'stand', '🙅']",1
1580,"['might', 'first', 'nigga', 'successfully', 'save', 'original', 'sweet']","['might', 'first', 'nigga', 'successfully', 'save', 'original', 'sweet']",1
1581,"['mimi', 'keeper', 'hard', 'find', 'hoe', 'like', 'brain', 'wrestle']","['mimi', 'keeper', 'hard', 'find', 'hoe', 'like', 'brain', 'wrestle']",1
1582,"['quote', 'weedy', 'verse', 'diamond', 'rough', 'like', 'baby', 'trash']","['quote', 'weedy', 'verse', 'diamond', 'rough', 'like', 'baby', 'trash']",2
1583,"['quote', 'weedy', 'verse', 'like', 'bitch', 'as', 'aunt', 'got', 'shit']","['quote', 'weedy', 'verse', 'like', 'bitch', 'as', 'aunt', 'got', 'shit']",1
1584,"['ugly', 'stick', 'one', 'new', 'vi', 'trash', 'ah']","['ugly', 'stick', 'one', 'new', 'vi', 'trash', 'ah']",1
1585,"['good', 'good', 'night', 'limp', 'check', 'community', 'pussy']","['good', 'good', 'night', 'limp', 'check', 'community', 'pussy']",1
1586,"['always', 'trying', 'degraded', 'girl', 'shit', 'amused', 'really', 'pussy', 'as', 'almost', 'think', 'shuuutt', 'pitt', 'sometimes']","['always', 'trying', 'degraded', 'girl', 'shit', '😒', 'really', 'pussy', 'as', 'almost', 'think', 'shuuutt', 'pitt', 'sometimes']",1
1587,"['f', 'k', 'never', 'wearing', 'headband', 'either', 'hood', 'like', 'bitch']","['f', 'k', '!', '!', '!', 'never', 'wearing', 'headband', 'either', '!', '!', '!', 'hood', 'like', 'bitch']",1
1588,['aunt'],['aunt'],1
1589,"['single', 'shit', 'boring', 'tired', 'amused', 'suck', 'bitch']","['single', 'shit', 'boring', '😫', '😒', 'suck', 'bitch']",1
1590,"['trenton', 'gossman', 'series', 'hillbilly', 'ever', 'seen', 'laugh', 'laugh', 'laugh']","['trenton', 'gossman', 'series', 'hillbilly', 'ever', 'seen', '💁', '😂', '😂', '😂']",1
1591,"['colt', 'muco', 'win', 'still', 'trash']","['COLT', 'MCCOY', 'WINS', '🐂', 'still', 'trash']",2
1592,"['cry', 'guy', 'thanksgiving', 'ah', 'bitch', 'pick', 'head', 'making', 'turkey', 'foggy', 'thanks', 'ashanni', 'part', 'turkey', 'dry']","['cry', 'guy', 'thanksgiving', 'ah', 'bitch', 'pick', 'head', 'making', 'turkey', 'foggy', 'thanks', 'ashanni', 'part', 'turkey', 'dry']",1
1593,"['good', 'pussy', 'making', 'nigga', 'group', 'pull', 'get', 'thought', 'together', 'laugh', 'laugh']","['good', 'pussy', 'making', 'nigga', 'group', 'pull', 'get', 'thought', 'together', '😂', '😂']",1
1594,"['ate', 'pussy', 'laugh', 'laugh']","['ate', 'pussy', '👀', '👀', '👀', '😂', '😂']",1
1595,"['ion', 'care', 'none', 'bitch']","['ion', 'care', 'none', 'bitch', '💯', '💯', '💯']",1
1596,"['never', 'seen', 'many', 'perfect', 'bitch', 'til', 'made', 'twitter', 'sleepy']","['never', 'seen', 'many', 'perfect', 'bitch', 'til', 'made', 'twitter', '😴', '🐸', '💯', '💯', '💯']",1
1597,"['bos', 'as', 'bitch', 'bitch', 'bitch', 'bitch', 'bitch', 'bitch', 'bitch']","['bos', 'as', 'bitch', 'bitch', 'bitch', 'bitch', 'bitch', 'bitch', 'bitch']",1
1598,"['agreed', 'eating', 'pussy', 'much', 'better', 'nasty']","['agreed', 'eating', 'pussy', 'much', 'better', 'nasty']",1
1599,"['fuck', 'day', 'bitch', 'crush']","['fuck', 'day', 'bitch', 'crush']",1
1600,"['want', 'bitch', 'big', 'booty', 'bitch']","['want', 'bitch', 'big', 'booty', 'bitch']",1
1601,['trash'],['trash'],2
1602,"['like', 'ghent', 'female']","['like', 'ghent', 'female', '😷', '👎']",1
1603,"['jenny', 'hudson', 'lose', 'weight', 'anybody', 'fat', 'as', 'hoe', 'laugh', 'laugh', 'laugh']","['jenny', 'hudson', 'lose', 'weight', 'anybody', 'fat', 'as', 'hoe', '!', '!', '!', '😂', '😂', '😂']",1
1604,"['stop', 'giving', 'nigga', 'pussy', 'stop', 'action', 'like', 'care', 'true', 'totally']","['stop', 'giving', 'nigga', 'pussy', 'stop', 'action', 'like', 'care', 'true', 'totally']",1
1605,"['anna', 'go', 'lookout', 'come', 'back', 'home', 'lay', 'bed', 'jerk', 'kill', 'two', 'bird', 'one', 'stone']","['anna', 'go', 'lookout', 'come', 'back', 'home', 'lay', 'bed', 'jerk', 'kill', 'two', 'bird', 'one', 'stone']",1
1606,"['orangutan', 'tried', 'sex', 'actress', 'julia', 'robert', 'smart', 'monkey', 'laugh']","['orangutan', 'tried', 'sex', 'actress', 'julia', 'robert', 'smart', 'monkey', '😂']",1
1607,"['ever', 'met', 'bitch', 'tucked', 'nigga', 'pussy', 'admit', 'bitch', 'bitch']","['ever', 'met', 'bitch', 'tucked', 'nigga', 'pussy', 'admit', 'bitch', 'bitch']",1
1608,"['ill', 'find', 'cut', 'hoosier', 'date', 'next', 'year']","['ill', 'find', 'cut', 'hoosier', 'date', 'next', 'year', '😏']",2
1609,"['made', 'interview', 'bitch', 'finesse', 'hut']","['made', 'interview', 'bitch', '😎', 'finesse', 'hut', '!']",1
1610,"['love', 'hoe']","['love', 'hoe', '👌']",1
1611,"['fuck', 'bad', 'bitch', 'id', 'rather', 'good', 'girl', 'freak', '10', 'time']","['fuck', 'bad', 'bitch', 'id', 'rather', 'good', 'girl', 'freak', '10', 'time', '😍', '😍']",1
1612,"['single', 'care', 'ugly', 'anyway', 'pussy']","['single', 'care', 'ugly', 'anyway', 'pussy']",1
1613,"['love', 'hoe']","['love', 'hoe']",1
1614,"['try', 'smash', 'pussy', 'stand']","['try', 'smash', 'pussy', 'stand']",1
1615,"['red', 'careless', 'play', 'nd', 'winning', 'bamboo', 'watching']","['red', 'careless', 'play', 'nd', 'winning', 'THE', 'BAMBINO', 'WATCHING', '!']",2
1616,"['alfred', 'acre', 'relieve', 'th', 'need', 'go', 'away', 'gas']","['alfred', 'acre', 'relieve', 'th', 'need', 'go', 'away', 'gas', '!']",2
1617,"['cap', 'trash', 'heat', 'trash', 'pat', 'gutta', 'make', 'trade']","['cap', 'trash', 'heat', 'trash', 'pat', 'gutta', 'make', 'trade']",2
1618,"['bitch', 'like', 'sorry', 'sorry', 'tried', 'give', 'hint', 'want', 'speak', 'ida']","['bitch', 'like', '💁', 'sorry', 'sorry', 'tried', 'give', 'hint', 'want', 'speak', 'ida', '😌']",1
1619,"['shut', 'faggot', 'laugh', 'set']","['shut', 'faggot', '😂', 'set']",1
1620,"['orel', 'ice', 'cream', 'cake']","['orel', 'ice', 'cream', 'cake', '🙌', '😍']",2
1621,"['got', 'natural', 'mean', 'face', 'mean', 'rug', 'ion', 'even', 'known', 'bitch', 'shut', 'fuck', 'right']","['got', 'natural', 'mean', 'face', 'mean', 'rug', 'ion', 'even', 'known', 'bitch', 'shut', 'fuck', 'right']",1
1622,"['want', 'birthday', 'female', 'large', 'buttock', 'big', 'booty']","['want', 'birthday', 'female', 'large', 'buttock', 'big', 'booty']",1
1623,"['sister', 'sitting', 'woman', 'bout', 'dat', 'action']","['sister', 'sitting', 'woman', 'bout', 'dat', 'action']",1
1624,"['lmaooo', 'find', 'shit', 'funny', 'hoe', 'aunt', 'content', 'working', 'one', 'nigga', 'boring']","['LMAOOO', 'find', 'shit', 'funny', 'hoe', 'aunt', 'content', 'working', 'one', 'nigga', 'boring']",1
1625,"['u', 'look', 'like', 'cotton', 'picked', 'put', 'field', 'work', 'damn', 'see', 'got', 'joke']","['u', 'look', 'like', 'cotton', 'picked', 'put', 'field', 'work', '🏈', 'damn', 'see', 'got', 'joke']",1
1626,"['wasp', 'bye', 'bitch', 'gutta', 'order']","['wasp', 'bye', 'bitch', 'gutta', 'order']",1
1627,"['bitch', 'lying', 'laugh', 'amused', 'mess', 'yes']","['bitch', 'lying', '😂', '😒', '👀', '👀', '👀', 'mess', 'yes']",1
1628,"['alaska', 'ignoring', 'bitch', 'better', 'text', 'back', 'cause', 'serious', 'fuck', 'u', 'smoke']","['alaska', 'ignoring', 'bitch', 'better', 'text', 'back', 'cause', 'serious', '!', 'fuck', 'u', 'smoke']",1
1629,"['put', 'soon', 'much', 'nut', 'fucking', 'mouth', 'laugh', 'laugh', 'laugh', 'bitch', 'nasty']","['put', 'soon', 'much', 'nut', 'fucking', 'mouth', '😂', '😂', '😂', '💀', 'bitch', 'nasty']",1
1630,"['winning', 'bitch']","['winning', '😍', '😍', '😍', 'bitch']",1
1631,"['boy', 'told', 'le', 'make', 'laugh', 'laugh', 'laugh', 'laugh', 'laugh', 'laugh', 'yes', 'bitch', 'need', 'em']","['boy', 'told', 'le', 'make', '😂', '😂', '😂', '💀', '😂', '😂', '😂', '💀', 'yes', 'bitch', 'need', 'em']",1
1632,"['hoe', 'playing', 'w', 'like', 'send', 'baby', 'cain', 'nigh', 'yes', 'mess']","['hoe', 'playing', 'w', 'like', 'send', 'baby', 'cain', 'nigh', '!', '!', 'yes', 'mess']",1
1633,"['shoot', 'nigga', 'short', 'bitch', 'laugh']","['shoot', 'nigga', 'short', 'bitch', '🔫', '😂']",0
1634,"['point', 'jealous', 'cut', 'see', 'hoe', 'everybody']","['point', 'jealous', 'cut', 'see', 'hoe', 'everybody', '💯', '💯', '💯']",1
1635,"['copper', 'laugh', 'laugh', 'laugh']","['copper', '😂', '😂', '😂', '🌾', '👀', '🌾']",1
1636,"['thing', 'love', 'weed', 'pussy', 'life']","['thing', 'love', 'weed', 'pussy', 'life', '💁']",1
1637,"['face', 'bitch', 'as', 'nigga', 'point', 'blank', 'period', 'www', 'shirt']","['face', 'bitch', 'as', 'nigga', 'point', 'blank', 'period', 'AWWW', 'SHITTT']",1
1638,"['lose', 'sweet', 'aunt', 'lose', 'hide', 'lafa', 'viii', 'trying', 'smoke', 'self', 'laugh', 'laugh', 'laugh', 'boy']","['lose', 'sweet', 'aunt', 'lose', 'hide', 'lafa', 'viii', 'trying', 'smoke', 'self', '😂', '😂', '😂', 'boy']",1
1639,"['erie', 'fast', 'bitch', 'ball', 'look', 'like', 'wish']","['erie', 'fast', 'bitch', 'ball', 'look', 'like', 'wish']",1
1640,"['havana', 'much', 'throttle', 'never', 'fear', 'captain', 'saveathot', 'save']","['havana', '!', 'much', 'throttle', '!', 'never', 'fear', 'captain', 'saveathot', 'save', '😎']",1
1641,"['happy', 'birthday', 'little', 'bitch', 'boil', 'made', 'laugh', 'read', 'laugh', 'laugh']","['happy', 'birthday', 'little', 'bitch', 'BOFL', 'made', 'laugh', 'read', '😂', '😂']",1
1642,"['snap', 'chat', 'name', 'please', 'bitch', 'snapchatt']","['snap', 'chat', 'name', 'please', '😏', '💫', '💦', 'bitch', 'snapchatt']",1
1643,"['hoe', 'aunt', 'loyal', 'aunt']","['hoe', 'aunt', 'loyal', 'aunt']",1
1644,"['bitch', 'yeah', 'know', 'probably', 'party']","['bitch', '👀', 'yeah', '👀', 'know', 'probably', 'party', '😩']",1
1645,"['got', 'giggler', 'fag', 'aunt', 'lie', 'laugh', 'laugh']","['got', 'giggler', 'fag', 'aunt', 'lie', '😂', '😂']",1
1646,"['bitch', 'need', 'lock', 'as', 'saying', 'stupid', 'shit', 'like']","['bitch', 'need', 'lock', 'as', 'saying', 'stupid', 'shit', 'like']",1
1647,"['one', 'like', 'n', 'r', 'e', 'c', 'as', 'bitch']","['one', 'like', 'n', 'r', 'e', 'c', 'as', 'bitch', '👏']",1
1648,"['layer', 'going', 'trash', 'season', 'wait', 'amused']","['layer', 'going', 'trash', 'season', 'wait', '🙌', '👏', '😒']",2
1649,"['boyfriend', 'eat', 'pussy', 'day', 'long', 'da', 'real', 'map', 'sad']","['boyfriend', 'eat', 'pussy', 'day', 'long', 'da', 'real', 'map', '😭', '👏']",1
1650,"['make', 'salad', 'vegetable', 'bitch', 'give', 'break', 'laugh', 'sad', 'laugh', 'sad', 'potato', 'salad']","['make', 'salad', 'vegetable', 'bitch', '!', 'give', 'break', '😂', '😭', '😂', '😭', 'potato', 'salad']",1
1651,"['happy', 'morning', 'shave', 'pussy', 'acuteness', 'always', 'set', 'good', 'day', 'smile', 'u', 'need', 'dick']","['happy', 'morning', 'shave', 'pussy', 'acuteness', 'always', 'set', 'good', 'day', '😊', 'u', 'need', 'dick']",1
1652,"['laughing', 'ex', 'trying', 'stung', 'bitch', 'forgot', 'went', 'know', 'got', 'got', 'laugh', 'laugh']","['laughing', 'ex', 'trying', 'stung', 'bitch', 'forgot', 'went', 'know', 'got', 'got', '😂', '😂']",1
1653,"['wish', 'tonight', 'purge', 'get', 'hunting', 'shut', 'as']","['wish', 'tonight', 'purge', 'get', 'hunting', 'shut', 'as']",1
1654,"['tell', 'trying', 'turn', 'classic', 'bitch', 'got', 'id']","['tell', 'trying', 'turn', 'classic', '😈', 'bitch', 'got', 'id']",1
1655,"['got', 'rose', 'dat', 'sicca', 'never', 'forget', 'see', 'tripping']","['got', 'rose', 'dat', 'sicca', 'never', 'forget', 'see', 'tripping']",1
1656,"['looking', 'nip', 'ring', 'wait', 'change', 'mine', 'may']","['looking', 'nip', 'ring', 'wait', 'change', 'mine', '😏', '📝', '👀', '📑', 'may']",2
1657,"['happy', 'new', 'year', 'check', 'clock', 'run', 'got', 'another', 'hour', 'count', 'thing']","['happy', 'new', 'year', '🎊', '🎉', '🎉', '🎉', '🎊', '🎊', 'check', 'clock', 'run', 'got', 'another', 'hour', 'count', 'thing']",2
1658,"['bitch', 'gutta', 'work', 'hard', 'clean', 'shit', 'without', 'lipping', 'skin', 'lmaosjdusubejs']","['bitch', 'gutta', 'work', 'hard', 'clean', 'shit', 'without', 'lipping', 'skin', 'LMAOSJDUSUBEJS']",1
1659,"['friend', 'insensitive', 'bitch', 'laugh']","['friend', 'insensitive', 'bitch', '😂']",1
1660,"['trying', 'get', 'snow', 'day', 'dick', 'laugh', 'laugh', 'laugh', 'make', 'sicca', 'wreck', 'try', 'pull', 'laugh', 'laugh']","['trying', 'get', 'snow', 'day', 'dick', '😂', '😂', '😂', 'make', 'sicca', 'wreck', 'try', 'pull', '😂', '😂']",1
1661,"['like', 'bitch', 'following']","['like', 'bitch', 'following', '👀']",1
1662,"['cut', 'cut', 'went', 'want', 'man']","['cut', 'cut', 'went', 'want', 'man', '!']",1
1663,"['jazz', 'boy', 'sniff', 'sniff', 'sorry', 'sniff', 'sniff']","['jazz', 'boy', 'sniff', 'sniff', 'sorry', 'sniff', 'sniff']",1
1664,"['u', 'mr', 'bitch', 'laugh', 'stop', 'calling', 'called']","['💯', 'u', 'mr', 'bitch', '😂', 'stop', 'calling', 'called']",1
1665,"['ion', 'eat', 'cat', 'bitch', 'gay']","['ion', 'eat', 'cat', '🙅', 'bitch', 'gay']",1
1666,"['wont', 'got', 'type', 'bad', 'bitch', 'thing', 'like', 'agree', 'throw', 'as', 'sphere', 'laugh']","['wont', 'got', 'type', 'bad', 'bitch', 'thing', 'like', 'agree', '!', '!', 'throw', 'as', 'sphere', '👀', '😂']",1
